depth,temp,salinity,oxygen,oxygensat,silicate,nitrate,chloro,pressure,phosphate,phaeo,potden,volanol,dynamicheight,ammonium,darkas
2.0,14.61,33.529,6.59,113.9,0.0,0.1,0.98,2,0.24,0.25,24.923,302.2,0.006,0.17,0.21
6.0,14.48,33.523,6.59,113.6,0.0,0.0,1.09,6,0.24,0.17,24.946,300.1,0.018,0.1,0.25
15.0,14.26,33.523,6.57,112.8,0.0,0.2,1.25,15,0.24,0.27,24.993,295.9,0.045,0.15,0.33
20.0,13.42,33.501,6.12,103.2,2.4,2.5,1.93,20,0.48,0.59,25.149,281.2,0.059,0.25,0.21
22.0,13.29,33.505,5.9,99.2,3.6,3.5,2.01,22,0.56,0.69,25.178,278.4,0.065,0.3,0.16
27.0,12.63,33.512,5.21,86.4,7.6,7.5,1.54,27,0.84,0.67,25.314,265.6,0.078,0.4,0.09
30.0,12.28,33.522,4.89,80.5,9.4,9.7,1.21,30,0.98,0.62,25.389,258.5,0.086,0.37,0.08
38.0,11.57,33.56,4.26,69.1,12.9,14.4,0.5,38,1.25,0.43,25.552,243.2,0.106,0.18,0.06
0.0,13.21,33.4,6.06,101.7,4.6,3.3,0.91,0,0.54,0.18,25.112,284.1,0.0,0.08,0.09
1.0,13.21,33.4,6.06,101.7,4.6,3.3,0.91,1,0.54,0.18,25.112,284.1,0.003,0.08,0.09
6.0,13.21,33.4,6.07,101.9,4.6,3.3,0.89,6,0.55,0.25,25.113,284.2,0.017,0.12,0.09
10.0,13.21,33.397,6.07,101.9,4.6,3.3,0.89,10,0.54,0.23,25.11,284.5,0.028,0.1,0.09
15.0,13.21,33.406,6.07,101.9,4.6,3.3,0.88,15,0.53,0.18,25.117,284.0,0.043,0.06,0.09
20.0,13.18,33.398,6.06,101.6,4.6,3.4,0.92,20,0.54,0.19,25.117,284.1,0.057,0.05,0.09
24.0,13.18,33.402,6.06,101.6,4.6,3.4,0.94,24,0.54,0.2,25.121,284.0,0.068,0.04,0.09
30.0,13.06,33.395,6.0,100.4,4.7,3.7,0.89,30,0.56,0.2,25.139,282.3,0.085,0.11,0.06
31.0,13.05,33.412,5.99,100.2,4.7,3.8,0.88,31,0.57,0.2,25.154,280.9,0.088,0.13,0.05
42.0,12.89,33.417,5.9,98.4,4.9,4.8,0.91,42,0.64,0.25,25.19,277.8,0.119,0.26,0.04
0.0,13.54,33.044,6.06,102.2,2.4,0.1,0.32,0,0.37,0.06,24.771,316.6,0.0,0.0,0.05
2.0,13.54,33.044,6.06,102.2,2.4,0.1,0.32,2,0.37,0.06,24.771,316.7,0.006,0.0,0.05
10.0,13.52,33.041,6.06,102.1,2.4,0.1,0.31,10,0.37,0.07,24.773,316.7,0.032,0.0,0.04
12.0,13.52,33.043,6.06,102.1,2.4,0.1,0.31,12,0.37,0.07,24.774,316.6,0.038,0.0,0.04
20.0,13.5,33.041,6.06,102.1,2.4,0.1,0.34,20,0.36,0.11,24.777,316.6,0.063,0.0,0.04
28.0,13.51,33.043,6.06,102.1,2.5,0.1,0.32,28,0.36,0.05,24.777,316.8,0.089,0.02,0.04
30.0,13.5,33.041,6.06,102.1,2.5,0.1,0.31,30,0.36,0.06,24.777,316.8,0.095,0.01,0.04
42.0,13.5,33.046,6.06,102.1,2.4,0.1,0.33,42,0.37,0.08,24.781,316.7,0.133,0.01,0.03
50.0,13.5,33.042,6.05,101.9,2.3,0.1,0.33,50,0.37,0.08,24.779,317.2,0.158,0.01,0.03
75.0,13.44,33.044,6.04,101.6,2.3,0.2,0.31,75,0.38,0.1,24.793,316.5,0.238,0.09,0.02
0.0,15.73,33.505,6.18,109.2,5.2,0.0,0.43,0,0.27,0.08,24.659,327.2,0.0,0.08,0.2
2.0,15.73,33.505,6.18,109.2,5.2,0.0,0.43,2,0.27,0.08,24.66,327.3,0.007,0.08,0.2
7.0,15.37,33.502,6.22,109.2,5.1,0.0,0.54,7,0.26,0.09,24.737,320.0,0.023,0.03,0.28
10.0,15.11,33.496,6.25,109.1,5.1,0.0,0.59,10,0.26,0.1,24.79,315.1,0.032,0.04,0.28
17.0,14.91,33.495,6.31,109.7,5.1,0.0,0.82,17,0.27,0.18,24.833,311.2,0.054,0.06,0.28
20.0,14.3,33.504,6.14,105.4,5.6,1.1,1.14,20,0.36,0.29,24.97,298.2,0.063,0.09,0.23
26.0,13.33,33.495,5.67,95.4,6.9,4.1,1.56,26,0.59,0.46,25.163,280.0,0.081,0.16,0.12
30.0,12.83,33.5,5.37,89.5,7.7,6.4,1.26,30,0.76,0.39,25.266,270.3,0.092,0.23,0.09
33.0,12.57,33.504,5.15,85.3,8.3,8.1,0.95,33,0.88,0.32,25.32,265.2,0.1,0.26,0.07
45.0,12.05,33.501,4.49,73.6,10.6,12.2,0.59,45,1.12,0.3,25.417,256.2,0.131,0.04,0.05
0.0,14.26,33.37,6.06,103.9,3.1,0.2,0.65,0,0.34,0.13,24.874,306.8,0.0,0.12,0.13
2.0,14.26,33.37,6.06,103.9,3.1,0.2,0.65,2,0.34,0.13,24.874,306.8,0.006,0.12,0.13
6.0,14.26,33.369,6.06,103.9,3.1,0.2,0.64,6,0.34,0.13,24.874,307.0,0.018,0.06,0.14
10.0,14.25,33.369,6.06,103.9,3.1,0.2,0.65,10,0.34,0.14,24.876,306.9,0.031,0.03,0.16
15.0,14.24,33.375,6.07,104.0,3.1,0.2,0.66,15,0.33,0.15,24.883,306.4,0.046,0.01,0.18
20.0,14.22,33.376,6.07,104.0,3.1,0.2,0.69,20,0.33,0.14,24.888,306.0,0.061,0.01,0.16
25.0,14.21,33.382,6.07,104.0,3.2,0.2,0.73,25,0.34,0.14,24.895,305.5,0.077,0.02,0.13
30.0,14.14,33.411,6.04,103.3,3.3,0.3,0.79,30,0.35,0.15,24.932,302.1,0.092,0.03,0.11
42.0,13.26,33.408,5.58,93.7,5.5,4.0,0.79,42,0.6,0.35,25.11,285.5,0.127,0.2,0.06
0.0,13.3,33.156,6.13,102.9,3.7,1.4,0.49,0,0.45,0.04,24.906,303.8,0.0,0.04,0.08
2.0,13.3,33.156,6.13,102.9,3.7,1.4,0.49,2,0.45,0.04,24.906,303.8,0.006,0.04,0.08
7.0,13.29,33.156,6.13,102.9,3.7,1.4,0.54,7,0.45,0.03,24.908,303.7,0.021,0.03,0.08
10.0,13.29,33.154,6.13,102.9,3.7,1.4,0.54,10,0.45,0.04,24.906,304.0,0.03,0.02,0.08
16.0,13.29,33.156,6.13,102.9,3.7,1.4,0.55,16,0.45,0.05,24.908,304.0,0.049,0.02,0.07
20.0,13.28,33.153,6.13,102.9,3.6,1.4,0.56,20,0.45,0.05,24.908,304.1,0.061,0.02,0.07
24.0,13.29,33.156,6.13,102.9,3.6,1.4,0.56,24,0.45,0.04,24.908,304.2,0.073,0.03,0.07
30.0,13.26,33.154,6.14,103.0,3.7,1.4,0.54,30,0.45,0.04,24.913,303.9,0.091,0.03,0.07
43.0,12.84,33.166,6.19,102.9,4.7,2.6,0.65,43,0.53,0.11,25.005,295.4,0.13,0.04,0.06
0.0,15.02,33.426,5.83,101.6,2.5,0.0,0.16,0,0.32,0.05,24.755,318.1,0.0,0.0,0.05
2.0,15.02,33.426,5.83,101.6,2.5,0.0,0.16,2,0.32,0.05,24.755,318.1,0.006,0.0,0.05
10.0,15.02,33.423,5.82,101.4,2.5,0.0,0.16,10,0.32,0.05,24.753,318.6,0.032,0.0,0.05
13.0,15.02,33.425,5.82,101.4,2.5,0.0,0.16,13,0.32,0.05,24.755,318.5,0.041,0.0,0.05
30.0,15.02,33.423,5.84,101.7,2.4,0.0,0.15,30,0.33,0.05,24.754,319.1,0.096,0.03,0.04
32.0,15.02,33.426,5.84,101.7,2.4,0.0,0.15,32,0.33,0.05,24.756,319.0,0.102,0.03,0.04
50.0,15.01,33.423,5.83,101.5,2.2,0.0,0.17,50,0.31,0.05,24.757,319.5,0.159,0.0,0.04
63.0,14.94,33.41,5.85,101.7,2.2,0.0,0.2,63,0.32,0.06,24.762,319.3,0.201,0.01,0.03
87.0,13.35,33.141,5.89,98.9,2.9,1.1,0.36,87,0.45,0.2,24.886,308.0,0.277,0.11,0.02
0.0,15.58,33.51,6.7,118.1,1.8,0.1,2.39,0,0.3,0.28,24.697,323.6,0.0,0.34,0.72
2.0,15.58,33.51,6.7,118.1,1.8,0.1,2.39,2,0.3,0.28,24.697,323.7,0.006,0.34,0.72
4.0,15.61,33.508,6.7,118.2,1.9,0.1,2.25,4,0.3,0.43,24.689,324.5,0.013,0.1,1.1
10.0,14.61,33.5,5.97,103.2,4.7,2.8,3.19,10,0.55,0.89,24.901,304.5,0.032,0.38,0.25
15.0,13.91,33.545,5.27,89.8,7.2,7.1,1.17,15,0.88,0.42,25.083,287.3,0.047,0.88,0.1
20.0,13.48,33.581,4.96,83.8,9.3,9.4,0.65,20,1.0,0.26,25.199,276.4,0.061,0.52,0.11
29.0,11.58,33.655,4.18,67.9,15.3,16.5,0.23,29,1.43,0.24,25.624,236.1,0.084,0.06,0.06
0.0,16.94,33.039,5.88,106.2,1.0,0.3,0.31,0,0.38,0.05,24.025,387.7,0.0,0.18,0.11
2.0,16.94,33.039,5.88,106.1,1.0,0.3,0.31,2,0.38,0.05,24.025,387.8,0.008,0.18,0.11
9.0,16.78,33.043,5.89,106.0,0.9,0.4,0.34,9,0.4,0.06,24.065,384.1,0.035,0.06,0.15
10.0,16.72,33.048,5.92,106.4,0.9,0.5,0.35,10,0.41,0.07,24.083,382.4,0.039,0.07,0.15
20.0,15.74,33.06,6.16,108.6,1.4,1.3,0.5,20,0.47,0.21,24.316,360.6,0.076,0.21,0.14
22.0,15.64,33.068,6.21,109.3,1.6,1.5,0.54,22,0.49,0.24,24.344,357.9,0.083,0.26,0.14
30.0,14.99,33.21,6.17,107.3,2.2,2.3,0.65,30,0.53,0.27,24.596,334.1,0.111,0.33,0.1
32.0,15.03,33.237,6.16,107.2,2.5,2.5,0.66,32,0.55,0.28,24.608,333.0,0.117,0.35,0.09
43.0,12.01,32.884,5.89,96.1,5.3,4.3,0.53,43,0.76,0.34,24.946,301.0,0.152,0.58,0.07
50.0,11.52,32.902,6.07,98.0,6.6,5.8,0.34,50,0.84,0.26,25.05,291.2,0.173,0.48,0.06
60.0,11.21,32.939,5.96,95.6,7.0,7.0,0.3,60,0.93,0.19,25.135,283.3,0.202,0.51,0.04
0.0,17.38,33.532,6.04,110.3,5.2,0.1,2.92,0,0.33,0.62,24.299,361.6,0.0,0.0,0.55
1.0,17.38,33.532,6.04,110.3,5.2,0.1,2.92,1,0.33,0.62,24.299,361.6,0.004,0.0,0.55
4.0,17.43,33.532,6.03,110.2,5.1,0.1,3.02,4,0.33,0.5,24.287,362.8,0.014,0.17,0.49
8.0,17.37,33.525,6.03,110.1,5.1,0.2,3.76,8,0.34,0.8,24.296,362.1,0.029,0.66,0.52
10.0,13.69,33.412,6.09,103.2,5.6,0.6,3.43,10,0.39,0.78,25.025,292.7,0.035,0.63,0.44
12.0,15.72,33.48,6.12,108.1,6.3,1.5,3.1,12,0.48,0.76,24.643,329.2,0.042,0.55,0.33
16.0,13.02,33.393,5.87,98.1,7.6,5.3,0.79,16,0.74,0.45,25.145,281.4,0.054,0.72,0.18
20.0,12.09,33.417,5.33,87.4,9.1,9.2,0.64,20,0.96,0.4,25.344,262.6,0.065,0.47,0.11
23.0,12.02,33.432,4.93,80.7,10.1,11.5,0.52,23,1.09,0.37,25.369,260.3,0.073,0.24,0.06
0.0,17.12,33.43,5.62,102.1,1.8,0.0,0.31,0,0.33,0.06,24.282,363.1,0.0,0.07,0.12
2.0,17.12,33.43,5.62,102.1,1.8,0.0,0.31,2,0.33,0.06,24.282,363.2,0.007,0.07,0.12
9.0,17.12,33.429,5.64,102.4,1.7,0.0,0.33,9,0.32,0.04,24.282,363.5,0.033,0.04,0.12
10.0,17.11,33.428,5.64,102.4,1.7,0.0,0.33,10,0.32,0.04,24.283,363.4,0.036,0.05,0.12
19.0,17.1,33.439,5.63,102.2,1.7,0.0,0.37,19,0.32,0.04,24.295,362.6,0.069,0.08,0.12
20.0,17.1,33.436,5.63,102.2,1.7,0.0,0.37,20,0.32,0.04,24.292,362.8,0.073,0.06,0.12
27.0,17.09,33.471,5.64,102.4,1.8,0.0,0.38,27,0.31,0.08,24.322,360.3,0.098,0.0,0.1
30.0,17.02,33.5,5.75,104.2,1.9,0.0,0.61,30,0.32,0.13,24.361,356.7,0.109,0.09,0.12
36.0,16.11,33.567,5.93,105.6,2.0,0.1,1.23,36,0.34,0.32,24.623,331.9,0.129,0.26,0.15
48.0,14.44,33.553,5.58,96.1,5.6,4.1,0.78,48,0.69,0.4,24.979,298.2,0.167,0.71,0.11
0.0,16.16,33.642,5.73,102.2,2.2,2.3,1.09,0,0.46,0.24,24.668,326.4,0.0,0.22,0.24
2.0,16.16,33.642,5.73,102.2,2.2,2.3,1.09,2,0.46,0.24,24.668,326.5,0.007,0.22,0.24
5.0,16.15,33.641,5.73,102.2,2.1,2.3,1.04,5,0.47,0.24,24.669,326.4,0.016,0.11,0.23
10.0,16.13,33.64,5.71,101.8,2.2,2.3,1.07,10,0.46,0.24,24.673,326.2,0.033,0.17,0.22
16.0,16.1,33.641,5.69,101.4,2.2,2.3,1.05,16,0.46,0.24,24.681,325.6,0.052,0.24,0.21
20.0,16.09,33.635,5.68,101.2,2.2,2.3,1.07,20,0.44,0.26,24.679,326.0,0.065,0.4,0.21
21.0,16.09,33.643,5.68,101.2,2.2,2.3,1.07,21,0.44,0.27,24.685,325.4,0.068,0.44,0.21
30.0,14.21,33.656,5.15,88.4,6.9,7.4,1.3,30,0.79,0.45,25.106,285.5,0.096,0.29,0.12
9.0,16.36,33.207,5.94,106.1,1.9,0.3,0.48,9,0.4,0.07,24.288,362.9,0.033,0.05,0.13
10.0,16.35,33.204,5.94,106.1,1.9,0.3,0.48,10,0.4,0.07,24.288,362.9,0.036,0.07,0.13
19.0,16.1,33.197,5.96,105.9,2.0,0.4,0.51,19,0.4,0.08,24.34,358.2,0.069,0.21,0.12
20.0,15.1,33.033,5.98,104.1,2.0,0.5,0.53,20,0.4,0.1,24.436,349.1,0.072,0.2,0.12
28.0,15.06,33.163,6.12,106.5,2.6,1.2,0.64,28,0.47,0.28,24.545,339.0,0.1,0.14,0.09
30.0,14.25,33.057,6.11,104.5,2.9,1.5,0.63,30,0.51,0.31,24.635,330.3,0.106,0.27,0.08
37.0,13.49,32.996,6.01,101.2,4.0,2.4,0.55,37,0.63,0.36,24.745,320.1,0.129,0.71,0.06
50.0,12.65,32.993,5.89,97.4,4.7,3.9,0.34,50,0.73,0.22,24.909,304.8,0.17,0.46,0.04
52.0,12.07,32.94,5.87,95.9,4.9,4.3,0.31,52,0.74,0.2,24.978,298.1,0.176,0.38,0.04
0.0,19.21,33.485,5.93,112.1,2.5,0.0,0.34,0,0.27,0.08,23.811,408.0,0.0,0.2,0.41
1.0,19.21,33.485,5.93,112.1,2.5,0.0,0.34,1,0.27,0.08,23.812,408.1,0.004,0.2,0.41
10.0,16.59,33.404,6.48,116.4,2.2,0.0,0.27,10,0.3,0.07,24.386,353.5,0.039,0.11,0.22
11.0,16.19,33.378,6.56,116.9,2.2,0.0,0.26,11,0.31,0.07,24.458,346.7,0.042,0.1,0.2
20.0,13.95,33.34,6.7,114.1,3.9,0.2,1.2,20,0.4,0.37,24.916,303.3,0.071,0.19,0.23
24.0,13.74,33.356,6.51,110.4,4.3,1.2,2.2,24,0.46,0.65,24.972,298.1,0.083,0.3,0.24
37.0,12.68,33.4,5.36,88.9,9.5,8.1,0.8,37,0.92,0.5,25.218,275.0,0.121,2.55,0.16
48.0,12.02,33.478,4.74,77.6,11.4,13.2,0.26,48,1.15,0.26,25.405,257.5,0.15,0.07,0.07
50.0,11.99,33.482,4.71,77.1,11.5,13.4,0.25,50,1.16,0.24,25.414,256.7,0.155,0.05,0.07
66.0,11.5,33.552,4.24,68.7,14.0,15.7,0.14,66,1.35,0.2,25.56,243.2,0.195,0.0,0.04
0.0,17.84,33.505,5.59,103.0,1.7,0.0,0.33,0,0.29,0.06,24.167,374.1,0.0,0.45,0.14
2.0,17.84,33.505,5.59,103.0,1.7,0.0,0.33,2,0.29,0.06,24.167,374.2,0.007,0.45,0.14
8.0,17.82,33.503,5.57,102.6,1.7,0.0,0.31,8,0.3,0.07,24.171,374.0,0.03,0.35,0.15
10.0,17.8,33.497,5.57,102.5,1.7,0.0,0.31,10,0.3,0.07,24.171,374.0,0.037,0.33,0.15
20.0,17.71,33.491,5.6,102.9,1.7,0.0,0.34,20,0.3,0.08,24.189,372.7,0.075,0.24,0.16
26.0,17.68,33.494,5.6,102.8,1.7,0.0,0.36,26,0.29,0.07,24.199,372.0,0.097,0.19,0.17
30.0,17.56,33.487,5.63,103.1,1.5,0.0,0.45,30,0.29,0.04,24.222,369.9,0.112,0.17,0.18
35.0,17.33,33.506,5.67,103.4,1.3,0.0,0.57,35,0.3,0.0,24.292,363.4,0.13,0.15,0.19
42.0,14.75,33.456,6.02,104.3,3.4,3.2,1.54,42,0.57,0.52,24.838,311.5,0.154,0.44,0.17
49.0,12.5,33.381,5.45,90.1,8.5,9.4,0.48,49,0.98,0.29,25.238,273.4,0.174,0.49,0.06
0.0,17.1,33.034,5.77,104.5,2.0,0.1,0.23,0,0.39,0.02,23.983,391.6,0.0,0.24,0.08
2.0,17.1,33.034,5.77,104.5,2.0,0.1,0.23,2,0.39,0.02,23.983,391.7,0.008,0.24,0.08
10.0,17.1,33.032,5.79,104.8,2.1,0.1,0.23,10,0.39,0.03,23.982,392.1,0.039,0.0,0.07
20.0,15.55,32.983,5.97,104.8,2.4,0.6,0.21,20,0.44,0.05,24.299,362.2,0.077,0.29,0.07
24.0,15.27,32.962,6.04,105.4,2.7,1.1,0.17,24,0.49,0.05,24.344,358.0,0.092,0.35,0.07
30.0,15.16,32.968,6.04,105.2,2.8,1.3,0.18,30,0.51,0.05,24.373,355.4,0.113,0.39,0.05
35.0,15.12,32.971,6.04,105.1,2.9,1.4,0.19,35,0.51,0.05,24.384,354.5,0.131,0.42,0.04
46.0,14.05,32.991,6.15,104.7,3.6,2.4,0.27,46,0.59,0.09,24.627,331.6,0.169,0.2,0.04
50.0,13.74,32.997,6.14,103.9,3.9,2.8,0.27,50,0.62,0.1,24.695,325.2,0.182,0.35,0.04
63.0,13.52,33.04,6.02,101.4,4.7,3.7,0.24,63,0.69,0.14,24.773,318.1,0.223,0.77,0.03
0.0,19.83,33.439,6.05,115.7,4.7,0.0,1.27,0,0.24,0.15,23.617,426.6,0.0,0.12,0.41
1.0,19.83,33.439,6.05,115.7,4.7,0.0,1.27,1,0.24,0.15,23.617,426.6,0.004,0.12,0.41
4.0,18.58,33.438,6.25,116.7,4.3,0.0,0.81,4,0.24,0.12,23.934,396.5,0.017,0.08,0.44
8.0,18.37,33.425,6.35,118.1,4.1,0.0,0.92,8,0.24,0.17,23.977,392.6,0.032,0.04,0.53
10.0,17.46,33.391,6.47,118.2,3.6,0.0,0.88,10,0.25,0.2,24.172,374.0,0.04,0.02,0.48
12.0,16.79,33.359,6.59,118.8,3.2,0.0,0.86,12,0.28,0.24,24.306,361.3,0.047,0.0,0.4
15.0,15.52,33.327,6.67,117.3,3.8,0.4,0.99,15,0.35,0.29,24.57,336.2,0.058,0.01,0.27
20.0,13.55,33.305,6.25,105.6,5.1,2.8,1.06,20,0.56,0.46,24.971,298.1,0.074,0.99,0.22
22.0,13.29,33.308,6.0,100.8,5.7,4.0,1.09,22,0.66,0.52,25.026,292.9,0.08,1.43,0.2
0.0,17.81,33.541,5.59,102.9,2.3,0.0,0.21,0,0.31,0.04,24.202,370.8,0.0,0.18,0.1
2.0,17.81,33.541,5.59,102.9,2.3,0.0,0.21,2,0.31,0.04,24.202,370.8,0.007,0.18,0.1
9.0,17.8,33.541,5.58,102.7,2.3,0.0,0.21,9,0.31,0.04,24.205,370.8,0.033,0.0,0.11
10.0,17.79,33.534,5.59,102.9,2.3,0.0,0.22,10,0.31,0.04,24.202,371.1,0.037,0.01,0.11
19.0,17.43,33.535,5.7,104.2,2.4,0.0,0.29,19,0.31,0.09,24.29,363.1,0.07,0.09,0.11
20.0,17.24,33.532,5.76,104.9,2.4,0.0,0.33,20,0.31,0.11,24.333,359.0,0.074,0.1,0.12
28.0,16.23,33.507,6.17,110.1,2.2,0.1,0.6,28,0.35,0.3,24.549,338.6,0.102,0.14,0.17
30.0,15.07,33.526,6.15,107.3,2.8,1.3,0.6,30,0.44,0.3,24.822,312.6,0.108,0.37,0.15
38.0,13.46,33.51,5.82,98.2,6.3,7.2,0.61,38,0.88,0.29,25.148,281.7,0.132,1.01,0.06
50.0,12.08,33.595,5.15,84.5,11.4,13.7,0.28,50,1.22,0.15,25.485,250.0,0.164,0.02,0.04
52.0,12.04,33.59,5.08,83.3,12.1,14.4,0.24,52,1.25,0.14,25.488,249.6,0.169,0.0,0.04
0.0,21.18,33.514,5.85,114.7,3.3,0.1,0.74,0,0.24,0.15,23.316,455.3,0.0,0.0,0.73
1.0,21.18,33.514,5.85,114.7,3.3,0.1,0.74,1,0.24,0.15,23.316,455.4,0.005,0.0,0.73
7.0,14.6,33.252,6.72,115.9,3.7,0.5,0.43,7,0.36,0.17,24.711,322.5,0.029,0.11,0.38
10.0,13.97,33.245,6.81,116.0,3.2,0.8,1.04,10,0.37,0.34,24.838,310.4,0.038,0.46,0.47
16.0,13.53,33.357,6.99,118.0,2.1,1.1,2.27,16,0.38,0.67,25.015,293.8,0.056,0.81,0.7
24.0,12.92,33.363,6.04,100.7,4.2,3.4,4.57,24,0.67,1.41,25.142,281.9,0.079,0.57,0.42
30.0,12.67,33.381,5.47,90.7,7.1,6.5,2.94,30,0.88,0.93,25.205,276.0,0.096,0.73,0.26
34.0,12.56,33.412,5.24,86.7,8.2,7.7,2.25,34,0.97,0.75,25.25,271.8,0.107,0.83,0.15
0.0,19.06,33.396,5.51,103.8,4.0,0.0,0.16,0,0.29,0.0,23.782,410.9,0.0,0.0,0.13
1.0,19.06,33.396,5.51,103.8,4.0,0.0,0.16,1,0.29,0.0,23.782,410.9,0.004,0.0,0.13
10.0,18.87,33.375,5.53,103.8,4.0,0.0,0.17,10,0.3,0.0,23.814,408.1,0.041,0.0,0.16
15.0,18.71,33.378,5.57,104.2,3.8,0.0,0.18,15,0.3,0.0,23.857,404.3,0.061,0.0,0.18
20.0,17.68,33.366,5.97,109.5,3.8,0.0,0.27,20,0.31,0.02,24.1,381.2,0.081,0.02,0.17
30.0,15.45,33.239,6.3,110.6,4.0,0.0,0.49,30,0.34,0.12,24.518,341.6,0.116,0.1,0.15
34.0,15.13,33.255,6.31,110.0,4.1,0.0,0.58,34,0.36,0.2,24.601,333.8,0.13,0.13,0.14
50.0,13.56,33.277,5.79,97.8,5.4,3.2,0.64,50,0.61,0.45,24.948,301.1,0.18,0.32,0.06
52.0,13.58,33.292,5.74,97.0,5.7,3.8,0.56,52,0.64,0.46,24.956,300.4,0.186,0.34,0.05
68.0,12.49,33.293,5.38,88.9,7.4,7.3,0.33,68,0.83,0.29,25.173,280.1,0.233,0.11,0.03
75.0,12.08,33.37,5.14,84.2,8.8,9.0,0.22,75,0.93,0.18,25.311,267.1,0.252,0.05,0.02
94.0,11.44,33.508,4.52,73.1,12.7,13.1,0.07,94,1.18,0.08,25.537,246.0,0.301,0.0,0.01
0.0,17.54,33.513,5.64,103.3,2.7,0.0,0.23,0,0.31,0.06,24.246,366.6,0.0,0.55,0.09
1.0,17.54,33.513,5.64,103.3,2.7,0.0,0.23,1,0.31,0.06,24.246,366.6,0.004,0.55,0.09
10.0,17.38,33.497,5.66,103.3,2.5,0.0,0.24,10,0.31,0.06,24.272,364.4,0.037,0.53,0.23
20.0,17.03,33.441,5.73,103.9,2.5,0.1,0.32,20,0.32,0.1,24.313,360.9,0.073,0.4,0.13
22.0,16.95,33.44,5.74,103.9,2.5,0.1,0.35,22,0.32,0.11,24.331,359.2,0.08,0.37,0.1
30.0,14.72,33.324,6.02,104.2,3.2,1.6,0.53,30,0.46,0.26,24.742,320.2,0.107,0.38,0.07
33.0,14.51,33.299,6.09,104.9,3.6,2.3,0.58,33,0.53,0.31,24.768,317.9,0.117,0.38,0.07
43.0,13.29,33.279,5.76,96.7,6.1,4.9,0.48,43,0.76,0.33,25.004,295.6,0.147,0.95,0.05
50.0,12.67,33.29,5.63,93.3,7.4,6.9,0.38,50,0.86,0.24,25.135,283.2,0.168,0.3,0.04
59.0,12.16,33.296,5.45,89.4,8.9,9.6,0.2,59,0.98,0.13,25.238,273.7,0.193,0.0,0.03
0.0,19.25,33.418,5.39,101.9,2.1,0.0,0.09,0,0.31,0.01,23.75,413.9,0.0,0.18,0.08
2.0,19.25,33.418,5.39,101.9,2.1,0.0,0.09,2,0.31,0.01,23.75,413.9,0.008,0.18,0.08
10.0,19.07,33.41,5.4,101.8,1.9,0.0,0.09,10,0.31,0.01,23.79,410.4,0.041,0.12,0.1
20.0,19.04,33.414,5.41,101.9,2.1,0.0,0.1,20,0.31,0.02,23.801,409.7,0.082,0.26,0.13
30.0,18.16,33.345,5.71,105.7,2.1,0.0,0.14,30,0.31,0.04,23.968,394.1,0.122,0.11,0.11
46.0,15.63,33.242,6.1,107.4,1.8,0.0,0.19,46,0.33,0.06,24.481,345.6,0.182,0.14,0.09
50.0,15.11,33.227,6.09,106.1,2.0,0.0,0.2,50,0.33,0.07,24.584,335.9,0.195,0.17,0.08
67.0,14.04,33.201,5.93,101.1,3.1,0.4,0.26,67,0.43,0.14,24.792,316.5,0.251,0.37,0.03
75.0,13.03,33.166,5.76,96.1,4.0,2.4,0.22,75,0.57,0.13,24.969,299.7,0.276,0.3,0.03
87.0,12.66,33.202,5.62,93.1,5.5,5.7,0.21,87,0.75,0.15,25.07,290.4,0.311,0.11,0.03
123.0,11.44,33.535,4.56,73.8,11.1,12.6,0.06,124,1.14,0.09,25.559,244.6,0.408,0.0,0.01
0.0,14.98,33.315,6.12,106.4,1.0,0.9,0.97,0,0.38,0.18,24.678,325.4,0.0,0.1,0.17
2.0,14.98,33.315,6.12,106.4,1.0,0.9,0.97,2,0.38,0.18,24.678,325.5,0.007,0.1,0.17
8.0,14.98,33.316,6.11,106.3,1.2,0.9,0.97,8,0.38,0.16,24.679,325.5,0.026,0.09,0.17
10.0,14.98,33.315,6.12,106.4,1.3,0.9,0.98,10,0.38,0.17,24.679,325.7,0.033,0.08,0.17
16.0,14.96,33.332,6.13,106.6,1.4,0.9,1.01,16,0.39,0.2,24.696,324.2,0.052,0.07,0.15
20.0,14.96,33.354,6.12,106.4,1.3,0.9,1.05,20,0.38,0.2,24.713,322.7,0.065,0.08,0.13
23.0,14.96,33.368,6.1,106.1,1.3,0.9,1.08,23,0.38,0.21,24.724,321.7,0.075,0.09,0.11
30.0,14.84,33.402,6.0,104.1,0.8,1.2,0.8,30,0.41,0.27,24.776,316.9,0.097,0.33,0.1
41.0,14.52,33.386,5.72,98.6,1.8,1.6,0.81,41,0.54,0.49,24.833,311.9,0.132,1.05,0.1
0.0,15.19,33.384,6.02,105.2,1.2,0.4,1.34,0,0.54,0.32,24.686,324.7,0.0,0.14,0.26
3.0,15.19,33.384,6.02,105.2,1.2,0.4,1.34,3,0.54,0.32,24.686,324.8,0.01,0.14,0.26
6.0,15.18,33.385,6.04,105.5,1.5,0.4,1.31,6,0.55,0.37,24.689,324.6,0.019,0.14,0.17
10.0,15.19,33.387,6.05,105.7,1.4,0.4,1.62,10,0.53,0.55,24.688,324.7,0.032,0.14,0.2
16.0,15.19,33.387,6.04,105.5,1.3,0.4,1.38,16,0.53,0.43,24.688,324.9,0.052,0.13,0.27
