depth,temp,salinity,oxygen,oxygensat,silicate,nitrate,chloro,pressure,phosphate,phaeo,potden,volanol,dynamicheight,ammonium
30.0,11.29,33.531,4.34,70.0,12.5,14.4,3.24,30,1.34,1.12,25.581,240.3,0.081,0.61
40.0,11.07,33.586,4.24,68.1,15.3,15.7,1.59,40,1.42,0.92,25.664,232.6,0.104,0.73
50.0,10.53,33.61,3.62,57.4,18.6,19.0,1.65,50,1.62,0.79,25.778,222.0,0.127,0.49
60.0,10.34,33.642,3.25,51.4,20.3,20.7,1.24,60,1.74,0.75,25.836,216.8,0.149,0.11
70.0,9.85,33.667,3.14,49.1,21.9,22.1,1.29,71,1.76,0.87,25.94,207.0,0.17,0.08
75.0,9.69,33.695,3.13,48.9,22.9,22.7,1.03,76,1.8,0.75,25.988,202.6,0.182,0.0
86.0,9.83,33.825,2.68,41.9,25.0,23.9,0.47,87,1.89,0.5,26.067,195.3,0.202,0.0
100.0,9.51,33.874,2.59,40.3,27.0,25.1,0.34,101,1.97,0.44,26.159,186.9,0.229,0.03
120.0,9.22,33.874,2.67,41.1,28.0,25.6,0.32,121,1.97,0.4,26.206,182.8,0.266,0.0
125.0,9.02,33.893,2.62,40.3,28.7,26.0,0.31,126,1.99,0.38,26.252,178.4,0.277,0.0
141.0,8.79,33.931,2.52,38.5,31.0,27.3,0.3,142,2.05,0.34,26.318,172.4,0.303,0.0
150.0,8.68,33.964,2.43,37.0,32.5,27.8,0.26,151,2.08,0.31,26.362,168.5,0.321,0.0
171.0,8.37,34.011,2.31,35.0,36.0,28.9,0.16,172,2.15,0.23,26.447,160.8,0.353,0.0
200.0,8.09,34.027,2.21,33.2,38.5,29.8,0.13,202,2.21,0.28,26.502,156.0,0.402,0.0
201.0,8.09,34.025,2.21,33.3,38.6,29.8,0.12,203,2.21,0.28,26.501,156.1,0.401,0.0
0.0,16.44,33.136,5.69,101.7,2.2,0.1,0.09,0,0.39,0.01,24.215,369.5,0.0,0.11
2.0,16.44,33.136,5.69,101.7,2.2,0.1,0.09,2,0.39,0.01,24.215,369.6,0.007,0.11
10.0,16.34,33.128,5.69,101.6,1.9,0.0,0.09,10,0.28,0.01,24.233,368.2,0.037,0.0
20.0,15.96,33.151,5.74,101.7,1.9,0.0,0.11,20,0.29,0.02,24.338,358.6,0.074,0.0
25.0,15.68,33.149,5.79,102.0,1.9,0.0,0.12,25,0.3,0.02,24.398,352.9,0.091,0.0
30.0,15.63,33.149,5.8,102.1,1.8,0.0,0.12,30,0.29,0.02,24.41,352.0,0.109,0.0
40.0,15.56,33.149,5.79,101.9,1.8,0.0,0.12,40,0.28,0.02,24.425,350.9,0.144,0.0
50.0,15.48,33.156,5.82,102.2,1.8,0.0,0.14,50,0.31,0.03,24.451,348.8,0.179,0.0
62.0,15.31,33.175,5.86,102.4,1.8,0.0,0.25,63,0.32,0.03,24.504,344.1,0.22,0.0
75.0,14.94,33.305,5.83,101.3,2.0,0.0,0.44,76,0.33,0.22,24.683,327.4,0.264,0.0
87.0,14.03,33.213,5.68,96.7,2.8,0.9,0.54,88,0.44,0.27,24.807,315.9,0.303,0.0
100.0,13.33,33.29,5.39,90.7,4.3,3.8,0.31,101,0.62,0.26,25.008,297.0,0.342,0.0
113.0,11.35,33.24,4.93,79.5,8.2,9.1,0.19,114,0.89,0.16,25.348,264.6,0.379,0.0
125.0,10.57,33.267,4.62,73.2,11.8,13.4,0.1,126,1.17,0.1,25.507,249.6,0.41,0.0
140.0,9.62,33.436,4.22,65.6,17.1,18.0,0.03,141,1.45,0.05,25.799,221.9,0.445,0.0
150.0,9.41,33.529,4.01,62.0,20.0,20.1,0.02,151,1.6,0.05,25.906,211.9,0.47,0.0
170.0,9.69,33.814,2.84,44.2,26.0,24.2,0.0,171,1.9,0.04,26.085,195.5,0.507,0.0
200.0,9.74,34.062,1.9,29.7,31.0,26.2,0.0,202,2.18,0.04,26.27,178.7,0.563,0.0
0.0,16.07,33.206,5.76,102.4,1.9,0.0,0.21,0,0.31,0.04,24.353,356.4,0.0,0.0
2.0,16.07,33.206,5.76,102.4,1.9,0.0,0.21,2,0.31,0.04,24.353,356.4,0.007,0.0
10.0,15.64,33.245,5.9,103.9,1.9,0.0,0.23,10,0.32,0.05,24.48,344.6,0.036,0.0
11.0,15.45,33.236,5.88,103.2,1.9,0.0,0.23,11,0.32,0.05,24.516,341.3,0.039,0.0
14.0,15.31,33.222,5.88,102.8,2.1,0.0,0.22,14,0.32,0.05,24.537,339.3,0.049,0.0
19.0,15.29,33.222,5.87,102.7,2.1,0.0,0.25,19,0.32,0.05,24.541,339.1,0.066,0.0
20.0,15.29,33.222,5.88,102.8,2.1,0.0,0.25,20,0.32,0.05,24.541,339.2,0.07,0.0
30.0,15.22,33.232,5.88,102.7,2.0,0.0,0.28,30,0.32,0.07,24.565,337.2,0.104,0.0
36.0,15.18,33.237,5.89,102.7,2.0,0.0,0.29,36,0.32,0.09,24.576,336.3,0.123,0.0
47.0,15.05,33.241,5.86,102.1,2.1,0.0,0.42,47,0.33,0.13,24.608,333.7,0.16,0.0
50.0,14.99,33.245,5.87,102.0,2.1,0.0,0.49,50,0.34,0.16,24.625,332.2,0.171,0.0
59.0,14.85,33.254,5.86,101.5,2.3,0.0,0.69,59,0.35,0.27,24.663,328.8,0.2,0.0
66.0,14.71,33.288,5.84,100.9,2.4,0.0,1.21,67,0.38,0.48,24.72,323.6,0.223,0.01
73.0,14.84,33.376,5.96,103.3,1.4,0.0,0.76,74,0.38,0.3,24.761,319.9,0.245,0.09
75.0,14.78,33.39,5.95,103.1,1.5,0.1,0.72,76,0.39,0.3,24.783,317.9,0.253,0.15
85.0,14.31,33.38,5.84,100.1,2.0,0.4,0.54,86,0.45,0.26,24.876,309.3,0.283,0.47
95.0,13.66,33.37,5.7,96.5,3.6,2.1,0.24,96,0.59,0.22,25.004,297.3,0.313,1.01
100.0,13.61,33.398,5.62,95.1,5.1,4.0,0.21,101,0.69,0.21,25.036,294.5,0.33,0.77
110.0,12.75,33.359,4.98,82.8,8.1,7.8,0.14,111,0.9,0.18,25.178,281.0,0.357,0.3
125.0,11.3,33.41,4.16,67.1,13.3,14.3,0.08,126,1.28,0.12,25.49,251.4,0.397,0.0
140.0,10.34,33.57,3.44,54.3,18.7,19.3,0.03,141,1.61,0.08,25.784,223.6,0.432,0.0
150.0,10.11,33.703,3.29,51.8,20.5,20.4,0.03,151,1.69,0.08,25.927,210.2,0.457,0.0
170.0,9.97,33.779,2.81,44.1,24.0,22.7,0.02,171,1.86,0.08,26.01,202.7,0.496,0.03
200.0,9.25,33.926,2.48,38.4,29.3,25.5,0.01,202,2.02,0.06,26.245,180.9,0.554,0.0
0.0,16.5,33.137,5.69,101.9,2.2,0.1,0.07,0,0.29,0.01,24.202,370.8,0.0,0.01
2.0,16.5,33.137,5.69,101.9,2.2,0.1,0.07,2,0.29,0.01,24.202,370.9,0.007,0.01
9.0,16.35,33.13,5.69,101.6,1.8,0.0,0.07,9,0.3,0.01,24.231,368.4,0.033,0.02
10.0,16.16,33.128,5.7,101.4,1.8,0.0,0.07,10,0.3,0.01,24.273,364.4,0.037,0.0
20.0,15.93,33.136,5.72,101.3,1.8,0.0,0.07,20,0.29,0.01,24.333,359.0,0.074,0.0
25.0,15.8,33.149,5.73,101.3,1.7,0.0,0.06,25,0.28,0.01,24.372,355.4,0.091,0.0
30.0,15.77,33.135,5.75,101.4,1.7,0.0,0.07,30,0.28,0.01,24.367,356.1,0.11,0.0
39.0,15.74,33.138,5.75,101.4,1.7,0.0,0.08,39,0.27,0.02,24.378,355.4,0.141,0.0
50.0,15.69,33.135,5.75,101.3,1.6,0.0,0.1,50,0.29,0.02,24.387,354.9,0.18,0.0
61.0,15.51,33.13,5.81,101.9,1.7,0.0,0.15,61,0.27,0.04,24.424,351.7,0.219,0.0
75.0,14.71,33.125,5.86,101.2,1.9,0.0,0.24,76,0.31,0.15,24.595,335.8,0.267,0.0
87.0,14.22,33.171,5.77,98.7,2.2,0.0,0.46,88,0.36,0.42,24.734,322.9,0.306,0.01
100.0,13.44,33.19,5.38,90.6,3.7,3.0,0.28,101,0.54,0.3,24.909,306.4,0.35,0.0
101.0,13.23,33.192,5.4,90.5,3.8,3.2,0.26,102,0.55,0.3,24.954,302.2,0.35,0.0
112.0,11.85,33.211,4.87,79.4,8.0,9.3,0.12,113,0.92,0.13,25.234,275.5,0.382,0.0
125.0,10.39,33.291,4.44,70.1,12.7,14.6,0.06,126,1.26,0.07,25.556,244.9,0.419,0.0
126.0,10.36,33.299,4.43,69.8,13.0,15.1,0.05,127,1.29,0.06,25.568,243.8,0.421,0.0
140.0,9.83,33.413,4.11,64.2,16.5,18.0,0.02,141,1.45,0.04,25.747,227.0,0.449,0.0
150.0,9.53,33.541,3.66,56.8,19.1,19.8,0.02,151,1.57,0.04,25.896,212.9,0.477,0.0
171.0,9.2,33.725,3.18,49.0,24.5,23.5,0.0,172,1.81,0.02,26.094,194.5,0.514,0.0
200.0,8.93,33.87,2.85,43.7,28.2,25.3,0.0,202,1.93,0.02,26.252,180.0,0.574,0.0
202.0,8.85,33.875,2.87,43.9,28.5,25.4,0.0,204,1.94,0.02,26.268,178.5,0.572,0.0
0.0,16.58,33.117,5.71,102.5,3.1,0.0,0.08,0,0.29,0.02,24.169,373.9,0.0,0.21
2.0,16.58,33.117,5.71,102.5,3.1,0.0,0.08,2,0.29,0.02,24.169,374.0,0.008,0.21
10.0,16.06,33.119,5.7,101.2,1.9,0.0,0.08,10,0.28,0.01,24.288,362.9,0.037,0.02
20.0,15.79,33.133,5.76,101.6,1.9,0.0,0.08,20,0.28,0.02,24.362,356.2,0.073,0.0
26.0,15.74,33.14,5.75,101.5,2.0,0.0,0.09,26,0.28,0.02,24.379,354.8,0.094,0.0
30.0,15.73,33.131,5.77,101.7,1.9,0.0,0.1,30,0.28,0.02,24.375,355.4,0.109,0.0
40.0,15.7,33.133,5.77,101.7,1.9,0.0,0.13,40,0.29,0.02,24.384,354.9,0.144,0.0
50.0,15.54,33.14,5.79,101.7,2.0,0.0,0.17,50,0.28,0.03,24.424,351.3,0.179,0.0
61.0,15.3,33.156,5.81,101.5,2.1,0.0,0.23,61,0.29,0.08,24.491,345.3,0.218,0.0
75.0,15.07,33.169,5.81,101.2,2.1,0.0,0.37,76,0.31,0.17,24.552,339.9,0.266,0.0
87.0,15.03,33.222,5.79,100.7,1.9,0.0,0.53,88,0.37,0.16,24.603,335.5,0.306,0.06
100.0,14.4,33.204,5.65,97.0,2.5,0.7,0.37,101,0.41,0.17,24.722,324.4,0.352,0.09
101.0,14.35,33.207,5.66,97.1,2.6,0.7,0.36,102,0.41,0.17,24.735,323.2,0.352,0.09
112.0,13.78,33.192,5.49,93.0,3.5,2.2,0.24,113,0.5,0.17,24.844,313.1,0.387,0.01
125.0,12.13,33.194,5.12,83.9,7.5,8.2,0.15,126,0.84,0.12,25.168,282.2,0.429,0.0
126.0,11.78,33.2,4.98,81.0,7.8,8.6,0.14,127,0.87,0.12,25.24,275.3,0.429,0.0
140.0,10.29,33.309,4.41,69.4,14.0,15.6,0.06,141,1.3,0.05,25.589,242.1,0.465,0.0
150.0,9.97,33.387,4.17,65.2,16.2,17.4,0.05,151,1.41,0.04,25.704,231.2,0.492,0.0
171.0,9.42,33.567,3.61,55.9,20.9,21.2,0.01,172,1.65,0.04,25.935,209.7,0.535,0.0
200.0,8.91,33.797,3.14,48.1,26.6,24.3,0.0,202,1.84,0.03,26.198,185.1,0.592,0.0
0.0,16.85,33.299,5.61,101.2,2.2,0.1,0.07,0,0.24,0.01,24.246,366.6,0.0,0.08
2.0,16.85,33.299,5.61,101.2,2.2,0.1,0.07,2,0.24,0.01,24.246,366.7,0.007,0.08
10.0,16.68,33.294,5.62,101.1,1.9,0.0,0.08,10,0.22,0.01,24.282,363.6,0.037,0.0
20.0,16.8,33.35,5.59,100.8,1.8,0.0,0.09,20,0.23,0.02,24.297,362.5,0.073,0.0
25.0,16.21,33.241,5.68,101.2,1.7,0.0,0.09,25,0.24,0.03,24.351,357.5,0.091,0.0
30.0,15.97,33.21,5.7,101.1,1.7,0.0,0.11,30,0.25,0.04,24.381,354.8,0.109,0.0
40.0,15.27,33.081,5.79,101.2,1.6,0.0,0.15,40,0.27,0.06,24.437,349.7,0.144,0.0
50.0,15.13,33.082,5.82,101.3,1.7,0.0,0.22,50,0.27,0.1,24.469,347.0,0.179,0.0
62.0,14.97,33.074,5.83,101.1,1.7,0.0,0.27,62,0.29,0.15,24.498,344.6,0.221,0.0
75.0,14.28,33.041,5.82,99.6,1.7,0.0,0.41,76,0.32,0.35,24.62,333.3,0.265,0.0
88.0,13.65,33.198,5.49,92.9,3.5,2.6,0.11,89,0.53,0.11,24.872,309.6,0.307,0.0
100.0,12.96,33.226,5.24,87.4,5.1,5.3,0.09,101,0.7,0.15,25.033,294.6,0.343,0.0
112.0,12.51,33.324,4.89,80.8,7.5,8.4,0.07,113,0.9,0.08,25.197,279.2,0.377,0.0
125.0,10.82,33.336,4.33,69.0,12.1,14.0,0.04,126,1.23,0.07,25.518,248.6,0.412,0.0
140.0,9.99,33.362,4.4,68.9,14.3,16.0,0.03,141,1.31,0.05,25.68,233.3,0.448,0.0
150.0,9.62,33.456,4.4,68.4,16.0,17.1,0.02,151,1.37,0.04,25.816,220.5,0.474,0.0
171.0,9.19,33.581,4.13,63.6,19.6,19.6,0.0,172,1.49,0.02,25.982,205.1,0.515,0.0
200.0,8.82,33.837,3.94,60.2,24.3,21.7,0.0,202,1.58,0.02,26.243,180.9,0.571,0.0
0.0,15.41,33.541,6.4,112.4,1.3,0.0,1.14,0,0.38,0.41,24.759,317.7,0.0,0.23
2.0,15.41,33.541,6.4,112.4,1.3,0.0,1.14,2,0.38,0.41,24.759,317.8,0.006,0.23
6.0,15.42,33.541,6.36,111.8,1.3,0.0,1.12,6,0.39,0.38,24.757,318.1,0.019,0.15
10.0,15.31,33.539,6.35,111.4,1.3,0.0,1.07,10,0.39,0.41,24.78,316.1,0.032,0.25
20.0,14.2,33.547,6.03,103.4,1.8,1.5,1.17,20,0.51,0.4,25.025,293.1,0.062,0.66
30.0,13.54,33.557,5.36,90.7,4.3,4.8,1.07,30,0.78,0.57,25.169,279.6,0.091,1.06
40.0,12.7,33.592,4.21,70.0,10.7,10.5,0.53,40,1.23,0.61,25.364,261.3,0.118,1.46
0.0,15.86,33.562,6.52,115.6,2.1,0.0,1.43,0,0.38,0.33,24.676,325.7,0.0,0.0
2.0,15.86,33.562,6.52,115.6,2.1,0.0,1.43,2,0.38,0.33,24.676,325.7,0.007,0.0
6.0,15.6,33.568,6.5,114.6,2.1,0.0,1.42,6,0.38,0.43,24.737,320.0,0.019,0.02
10.0,15.45,33.563,6.48,114.0,2.2,0.1,1.49,10,0.4,0.5,24.766,317.4,0.033,0.03
11.0,15.28,33.562,6.47,113.3,2.2,0.1,1.51,11,0.41,0.52,24.805,313.7,0.035,0.03
20.0,14.07,33.56,6.19,105.8,3.0,1.4,3.59,20,0.53,0.91,25.061,289.6,0.062,0.27
30.0,13.73,33.565,5.66,96.1,4.4,4.0,1.86,30,0.71,0.56,25.137,282.7,0.091,0.69
40.0,12.84,33.559,4.59,76.6,10.0,9.6,1.14,40,1.1,0.75,25.311,266.4,0.119,0.73
45.0,12.55,33.558,4.16,68.9,12.1,12.2,1.03,45,1.24,0.95,25.367,261.1,0.132,0.49
0.0,15.15,33.569,6.34,110.7,4.4,0.5,0.68,0,0.49,0.27,24.837,310.3,0.0,0.35
2.0,15.15,33.569,6.34,110.7,4.4,0.5,0.68,2,0.49,0.27,24.837,310.4,0.006,0.35
10.0,14.75,33.575,6.18,107.1,5.2,1.8,1.48,10,0.56,0.56,24.929,301.8,0.031,0.12
20.0,13.18,33.585,4.93,82.8,9.4,8.3,0.99,20,0.99,0.51,25.264,270.3,0.059,0.61
30.0,12.56,33.596,4.37,72.4,12.2,11.6,0.86,30,1.21,0.51,25.394,258.2,0.086,0.46
31.0,12.5,33.599,4.23,70.1,12.5,11.9,0.85,31,1.23,0.51,25.408,256.8,0.088,0.45
40.0,11.85,33.62,3.67,59.9,15.5,15.5,0.4,40,1.44,0.42,25.549,243.7,0.111,0.05
50.0,11.09,33.678,3.14,50.4,18.9,18.9,0.23,50,1.65,0.33,25.733,226.4,0.134,0.12
60.0,10.7,33.751,2.86,45.6,21.2,20.8,0.18,60,1.76,0.33,25.858,214.7,0.157,0.0
70.0,10.52,33.821,2.66,42.3,22.8,21.8,0.19,71,1.86,0.47,25.945,206.6,0.178,0.04
75.0,10.41,33.862,2.53,40.2,23.4,22.2,0.15,76,1.89,0.4,25.996,201.9,0.189,0.0
86.0,10.36,33.887,2.44,38.6,24.8,23.0,0.07,87,1.94,0.24,26.025,199.4,0.21,0.0
100.0,10.17,33.967,2.24,35.3,27.0,24.2,0.05,101,2.03,0.17,26.12,190.7,0.237,0.0
120.0,9.95,34.018,2.1,33.0,28.8,25.2,0.06,121,2.11,0.15,26.2,183.6,0.275,0.0
125.0,9.9,34.028,2.1,33.0,29.5,25.5,0.06,126,2.14,0.15,26.215,182.3,0.286,0.0
140.0,9.75,34.081,1.86,29.1,31.6,26.3,0.04,141,2.22,0.12,26.281,176.3,0.311,0.01
150.0,9.61,34.109,1.78,27.8,32.6,26.7,0.04,151,2.25,0.12,26.326,172.2,0.33,0.0
171.0,9.46,34.152,1.62,25.1,34.7,27.7,0.05,172,2.32,0.11,26.386,166.9,0.364,0.0
200.0,9.13,34.194,1.44,22.2,37.9,28.9,0.03,202,2.41,0.11,26.474,159.2,0.411,0.0
0.0,15.97,33.536,6.12,108.8,0.2,0.0,0.48,0,0.27,0.12,24.629,330.1,0.0,0.03
2.0,15.97,33.536,6.12,108.8,0.2,0.0,0.48,2,0.27,0.12,24.629,330.1,0.007,0.03
10.0,15.47,33.527,6.09,107.1,0.7,0.0,0.65,10,0.33,0.2,24.735,320.4,0.033,0.07
12.0,15.25,33.526,6.08,106.5,0.8,0.0,0.69,12,0.35,0.23,24.783,315.9,0.039,0.08
15.0,15.07,33.524,6.0,104.7,0.8,0.0,0.74,15,0.36,0.25,24.821,312.4,0.048,0.08
20.0,14.81,33.52,5.82,101.1,1.7,1.0,0.89,20,0.46,0.3,24.874,307.5,0.064,0.22
22.0,14.39,33.512,5.75,99.0,2.1,1.3,0.95,22,0.5,0.33,24.959,299.4,0.07,0.27
28.0,13.22,33.499,4.59,77.2,8.8,9.0,0.54,28,1.01,0.23,25.189,277.7,0.087,0.26
30.0,12.91,33.508,4.54,75.7,9.4,9.6,0.52,30,1.05,0.25,25.257,271.2,0.094,0.22
38.0,12.29,33.507,3.97,65.3,11.7,12.4,0.42,38,1.22,0.31,25.377,260.0,0.114,0.08
48.0,12.04,33.519,3.83,62.7,12.8,13.7,0.34,48,1.29,0.28,25.435,254.7,0.14,0.0
50.0,11.99,33.516,3.8,62.1,13.1,13.9,0.33,50,1.31,0.29,25.441,254.2,0.146,0.0
60.0,11.66,33.561,3.58,58.2,14.5,15.2,0.29,60,1.39,0.3,25.539,245.1,0.17,0.0
70.0,11.07,33.665,3.2,51.4,18.0,18.1,0.16,71,1.57,0.24,25.727,227.5,0.193,0.0
75.0,10.97,33.679,3.15,50.5,18.8,18.7,0.18,76,1.61,0.24,25.756,224.8,0.207,0.0
85.0,10.71,33.737,2.94,46.8,20.3,19.9,0.22,86,1.69,0.23,25.847,216.3,0.227,0.0
100.0,10.44,33.864,2.56,40.6,23.6,21.8,0.19,101,1.85,0.29,25.994,202.7,0.258,0.0
120.0,10.04,33.983,2.18,34.2,27.4,23.9,0.1,121,2.02,0.14,26.155,187.8,0.297,0.0
125.0,10.0,33.996,2.17,34.1,28.1,24.2,0.09,126,2.05,0.14,26.173,186.3,0.309,0.0
140.0,9.87,34.075,1.9,29.8,30.2,25.2,0.07,141,2.14,0.14,26.257,178.6,0.334,0.0
150.0,9.85,34.079,1.87,29.3,31.1,25.6,0.07,151,2.16,0.14,26.265,178.1,0.355,0.0
170.0,9.5,34.105,1.81,28.2,32.8,26.4,0.07,171,2.19,0.13,26.342,171.1,0.387,0.0
200.0,9.1,34.186,1.45,22.4,37.7,28.0,0.05,202,2.36,0.13,26.471,159.4,0.436,0.0
0.0,14.33,33.45,7.84,134.8,0.3,0.1,3.08,0,0.3,1.15,24.921,302.3,0.0,0.16
2.0,14.33,33.45,7.84,134.8,0.3,0.1,3.08,2,0.3,1.15,24.921,302.4,0.006,0.16
10.0,13.69,33.465,6.54,110.8,0.9,1.3,2.64,10,0.47,1.37,25.067,288.7,0.03,0.73
20.0,13.45,33.474,6.26,105.6,2.3,2.7,1.64,20,0.6,1.67,25.123,283.7,0.058,1.08
30.0,13.13,33.481,5.94,99.6,4.6,4.7,1.87,30,0.76,1.5,25.193,277.3,0.086,1.11
40.0,12.61,33.494,5.57,92.4,7.8,6.9,0.97,40,0.91,0.89,25.306,266.8,0.114,1.25
50.0,11.58,33.484,4.6,74.6,13.6,12.9,0.96,50,1.27,0.88,25.493,249.2,0.139,0.67
60.0,11.26,33.5,4.25,68.4,15.1,14.5,0.68,60,1.35,0.94,25.565,242.6,0.164,0.37
70.0,11.0,33.6,3.71,59.5,17.6,16.7,0.48,71,1.51,0.77,25.689,231.0,0.188,0.14
75.0,10.81,33.633,3.35,53.5,18.7,17.7,0.4,76,1.57,0.65,25.747,225.6,0.201,0.11
85.0,10.45,33.695,3.1,49.1,21.1,19.7,0.23,86,1.7,0.42,25.859,215.1,0.221,0.04
98.0,10.01,33.789,2.77,43.5,24.3,21.7,0.12,99,1.83,0.43,26.008,201.2,0.248,0.0
100.0,10.04,33.789,2.75,43.2,24.9,21.9,0.12,101,1.86,0.41,26.003,201.8,0.254,0.0
120.0,9.81,34.051,2.02,31.7,30.1,24.4,0.06,121,2.12,0.23,26.248,179.0,0.29,0.04
125.0,9.81,34.093,2.09,32.7,30.8,24.7,0.05,126,2.16,0.2,26.28,176.1,0.301,0.0
140.0,9.73,34.157,1.66,26.0,33.0,25.6,0.03,141,2.27,0.13,26.344,170.3,0.325,0.0
150.0,9.52,34.15,1.64,25.6,34.0,26.0,0.03,151,2.29,0.15,26.375,167.6,0.345,0.0
170.0,9.34,34.177,1.54,23.8,36.0,26.9,0.03,171,2.33,0.19,26.426,163.1,0.375,0.0
200.0,9.07,34.174,1.5,23.1,37.9,27.6,0.04,202,2.36,0.21,26.467,159.8,0.423,0.0
0.0,14.57,33.401,7.07,122.0,0.5,0.1,2.22,0,0.28,0.85,24.834,310.6,0.0,0.05
2.0,14.57,33.401,7.07,122.0,0.5,0.1,2.22,2,0.28,0.85,24.834,310.7,0.006,0.05
5.0,14.0,33.401,7.09,120.9,0.0,0.0,2.27,5,0.28,0.73,24.953,299.4,0.015,0.02
10.0,13.63,33.431,6.72,113.9,0.1,0.5,3.76,10,0.37,0.77,25.052,290.2,0.03,0.4
11.0,13.63,33.432,6.74,114.1,0.2,0.6,4.06,11,0.39,0.78,25.053,290.0,0.033,0.47
20.0,13.44,33.484,6.5,109.7,0.4,1.3,3.19,20,0.5,2.04,25.133,282.7,0.059,1.04
21.0,13.44,33.483,6.51,109.8,0.4,1.4,3.1,21,0.51,2.18,25.131,282.9,0.062,1.1
30.0,13.25,33.491,6.39,107.4,0.9,2.1,1.94,30,0.59,2.16,25.177,278.8,0.087,1.54
40.0,13.05,33.492,6.13,102.6,1.9,3.5,2.75,40,0.66,1.62,25.219,275.2,0.115,1.28
50.0,12.78,33.531,5.83,97.0,4.9,5.6,2.87,50,0.83,1.82,25.302,267.5,0.142,1.29
61.0,11.91,33.556,4.69,76.7,12.4,12.0,1.69,61,1.23,0.98,25.487,250.1,0.171,0.96
0.0,15.84,33.25,5.91,104.5,1.3,0.0,0.24,0,0.32,0.06,24.44,348.1,0.0,0.0
2.0,15.84,33.25,5.91,104.5,1.3,0.0,0.24,2,0.32,0.06,24.44,348.2,0.007,0.0
10.0,15.18,33.281,6.01,104.9,0.9,0.0,0.28,10,0.33,0.13,24.61,332.3,0.034,0.08
20.0,14.45,33.325,6.05,104.2,1.0,0.0,0.41,20,0.37,0.14,24.802,314.3,0.067,0.17
30.0,14.25,33.361,6.3,108.0,0.7,0.1,0.8,30,0.36,0.47,24.871,308.0,0.098,0.2
40.0,13.62,33.403,6.19,104.7,1.1,1.2,2.05,40,0.48,1.34,25.035,292.6,0.128,0.73
50.0,12.91,33.329,5.46,91.0,5.0,4.9,1.84,50,0.7,1.08,25.119,284.9,0.157,0.52
60.0,11.63,33.372,5.14,83.3,7.9,8.0,1.35,60,0.93,0.93,25.398,258.5,0.184,1.12
70.0,10.94,33.325,4.37,69.9,12.6,14.1,0.23,71,1.22,0.27,25.485,250.4,0.209,0.02
75.0,10.46,33.388,4.3,68.1,14.7,15.9,0.22,76,1.34,0.26,25.619,237.7,0.224,0.02
85.0,10.14,33.522,3.62,56.9,18.7,19.5,0.2,86,1.57,0.24,25.778,222.8,0.244,0.01
100.0,10.08,33.73,2.96,46.5,22.7,22.2,0.14,101,1.78,0.2,25.952,206.7,0.277,0.0
121.0,9.8,33.851,2.6,40.7,26.0,24.1,0.09,122,1.93,0.18,26.094,193.6,0.319,0.0
125.0,9.79,33.854,2.6,40.6,26.3,24.2,0.09,126,1.93,0.17,26.097,193.4,0.329,0.0
141.0,9.64,33.878,2.62,40.8,27.2,24.7,0.08,142,1.95,0.15,26.141,189.5,0.357,0.0
150.0,9.38,33.943,2.37,36.8,28.4,25.3,0.07,151,1.99,0.15,26.236,180.7,0.377,0.0
170.0,9.13,33.967,2.34,36.1,31.1,26.7,0.06,171,2.08,0.13,26.294,175.5,0.41,0.0
200.0,8.48,33.989,2.38,36.1,34.8,28.3,0.03,202,2.12,0.12,26.414,164.5,0.461,0.0
0.0,15.01,33.309,6.07,105.6,1.8,0.1,0.45,0,0.35,0.11,24.667,326.4,0.0,0.13
1.0,15.01,33.309,6.07,105.6,1.8,0.1,0.45,1,0.35,0.11,24.667,326.5,0.003,0.13
10.0,15.01,33.312,6.09,106.0,0.7,0.0,0.45,10,0.35,0.13,24.67,326.5,0.033,0.1
20.0,14.28,33.351,6.35,108.9,0.4,0.0,0.74,20,0.34,0.2,24.857,309.1,0.065,0.08
30.0,13.85,33.338,6.3,107.1,0.3,0.4,2.04,30,0.37,0.55,24.936,301.8,0.095,0.18
41.0,13.57,33.344,6.15,103.9,0.6,1.1,2.96,41,0.41,0.77,24.998,296.2,0.128,0.23
50.0,13.06,33.351,5.69,95.2,3.4,4.0,2.92,50,0.62,1.22,25.107,286.1,0.154,0.32
70.0,12.24,33.471,5.25,86.4,8.4,8.5,2.54,71,1.0,0.94,25.36,262.5,0.209,1.49
75.0,11.68,33.436,5.13,83.4,9.5,9.8,2.22,76,1.07,0.91,25.438,255.2,0.223,1.29
86.0,11.29,33.436,4.72,76.1,12.1,12.7,1.54,87,1.21,0.84,25.51,248.5,0.249,0.84
100.0,10.01,33.368,4.21,65.9,15.4,16.9,0.32,101,1.38,0.43,25.68,232.4,0.283,0.13
120.0,9.66,33.573,3.53,55.0,20.4,21.0,0.13,121,1.64,0.15,25.9,211.9,0.327,0.01
125.0,9.57,33.608,3.51,54.6,21.2,21.6,0.13,126,1.68,0.16,25.941,208.1,0.34,0.01
142.0,9.23,33.707,3.15,48.6,24.1,23.5,0.15,143,1.8,0.2,26.074,195.8,0.372,0.02
150.0,9.16,33.775,2.99,46.1,25.7,24.3,0.13,151,1.85,0.19,26.14,189.7,0.389,0.0
168.0,8.95,33.89,2.67,41.0,29.3,26.1,0.1,169,1.97,0.15,26.264,178.3,0.421,0.0
200.0,8.63,34.006,2.3,35.0,34.3,28.0,0.05,202,2.12,0.1,26.405,165.4,0.478,0.0
