depth,temp,salinity,oxygen,oxygensat,silicate,nitrate,chloro,pressure,phosphate,phaeo,potden,volanol,dynamicheight,ammonium
75.0,13.61,33.137,5.9,99.7,2.5,0.9,0.32,75,0.41,0.15,24.83,313.0,0.24,0.21
84.0,13.22,33.088,5.89,98.7,2.9,1.5,0.29,84,0.48,0.18,24.871,309.3,0.268,0.25
99.0,12.4,33.268,5.09,83.9,6.7,8.6,0.13,99,0.89,0.2,25.171,281.0,0.312,0.0
100.0,12.25,33.272,5.06,83.1,6.9,8.9,0.13,100,0.91,0.2,25.203,278.0,0.315,0.0
119.0,11.41,33.418,4.57,73.8,10.8,13.8,0.08,120,1.19,0.11,25.473,252.6,0.365,0.0
125.0,11.13,33.496,4.39,70.5,12.5,15.5,0.06,126,1.29,0.09,25.584,242.1,0.38,0.0
139.0,10.47,33.603,3.94,62.4,16.6,19.1,0.03,140,1.5,0.06,25.784,223.3,0.413,0.0
150.0,10.11,33.735,3.53,55.5,19.7,21.6,0.02,151,1.66,0.06,25.949,207.8,0.436,0.0
169.0,9.68,33.825,2.97,46.3,24.2,24.7,0.01,170,1.87,0.07,26.091,194.6,0.475,0.0
199.0,8.98,33.932,2.96,45.5,27.9,26.2,0.0,200,1.92,0.05,26.289,176.3,0.53,0.0
0.0,12.93,33.521,5.86,97.8,6.6,5.0,1.51,0,0.63,0.48,25.262,269.9,0.0,0.08
2.0,12.93,33.521,5.86,97.8,6.6,5.0,1.51,2,0.63,0.48,25.262,269.9,0.005,0.08
10.0,12.77,33.534,5.72,95.2,6.9,6.0,1.06,10,0.69,0.5,25.303,266.2,0.027,0.1
19.0,12.53,33.557,5.59,92.6,8.1,7.2,0.95,19,0.77,0.44,25.368,260.2,0.051,0.12
20.0,12.36,33.439,5.57,91.8,8.2,7.3,0.93,20,0.78,0.43,25.309,265.8,0.053,0.13
30.0,12.32,33.579,5.21,85.9,9.6,9.1,0.78,30,0.91,0.38,25.426,255.0,0.079,0.19
40.0,11.62,33.627,4.65,75.6,13.0,13.3,0.77,40,1.17,0.38,25.595,239.1,0.104,0.06
50.0,11.15,33.67,4.09,65.8,15.8,16.4,0.39,50,1.38,0.28,25.714,228.0,0.127,0.06
60.0,10.74,33.691,3.48,55.5,18.2,19.8,0.14,60,1.58,0.17,25.804,219.7,0.15,0.0
70.0,10.12,33.818,2.88,45.4,23.4,23.0,0.04,70,1.83,0.11,26.01,200.3,0.171,0.0
75.0,9.8,33.88,2.72,42.5,24.9,24.0,0.03,75,1.9,0.11,26.113,190.6,0.18,0.0
85.0,9.75,33.919,2.55,39.9,26.8,25.1,0.02,85,1.97,0.11,26.152,187.1,0.199,0.0
99.0,9.59,33.967,2.4,37.4,28.3,25.8,0.01,100,2.04,0.08,26.216,181.3,0.225,0.0
100.0,9.5,33.897,2.39,37.1,28.4,25.8,0.01,101,2.04,0.08,26.176,185.1,0.227,0.0
119.0,9.42,34.012,2.25,34.9,30.2,26.7,0.01,120,2.1,0.08,26.279,175.7,0.261,0.0
125.0,9.14,33.987,2.13,32.9,31.4,27.3,0.01,126,2.15,0.11,26.305,173.3,0.272,0.0
139.0,9.11,34.062,1.86,28.7,34.2,28.7,0.01,140,2.26,0.17,26.369,167.5,0.296,0.0
150.0,9.01,34.064,1.78,27.4,35.1,29.1,0.02,151,2.29,0.18,26.386,166.0,0.314,0.0
169.0,8.95,34.092,1.71,26.3,36.0,29.5,0.03,170,2.32,0.19,26.418,163.4,0.345,0.0
200.0,8.78,34.133,1.52,23.3,39.0,30.4,0.01,201,2.41,0.07,26.478,158.3,0.395,0.0
0.0,13.57,33.473,6.2,104.9,5.3,2.3,3.43,0,0.53,0.61,25.096,285.6,0.0,0.17
1.0,13.57,33.473,6.2,104.9,5.3,2.3,3.43,1,0.53,0.61,25.096,285.6,0.003,0.17
6.0,13.26,33.47,6.16,103.5,5.4,2.6,2.49,6,0.56,0.52,25.157,280.0,0.017,0.23
10.0,13.15,33.467,6.06,101.6,5.6,2.8,2.39,10,0.58,0.62,25.177,278.2,0.028,0.26
11.0,13.15,33.472,6.03,101.1,5.6,2.9,2.37,11,0.58,0.65,25.18,277.9,0.031,0.27
20.0,13.05,33.463,5.75,96.2,6.0,4.1,1.59,20,0.66,0.5,25.194,276.9,0.056,0.63
30.0,12.89,33.49,5.44,90.7,7.1,5.6,0.76,30,0.78,0.35,25.246,272.1,0.083,0.64
0.0,13.24,33.511,5.82,97.8,6.0,4.8,1.52,0,0.64,0.48,25.192,276.5,0.0,0.07
2.0,13.24,33.511,5.82,97.8,6.0,4.8,1.52,2,0.64,0.48,25.192,276.5,0.006,0.07
10.0,13.0,33.507,5.82,97.3,6.0,4.7,1.55,10,0.62,0.5,25.237,272.5,0.027,0.05
19.0,12.96,33.507,5.71,95.4,6.0,5.0,1.5,19,0.63,0.65,25.245,271.9,0.052,0.04
20.0,12.96,33.503,5.7,95.2,6.0,5.0,1.49,20,0.63,0.65,25.242,272.2,0.055,0.04
30.0,12.93,33.503,5.63,94.0,6.3,5.4,1.31,30,0.66,0.54,25.249,271.9,0.082,0.08
40.0,12.89,33.5,5.53,92.2,6.5,5.6,0.89,40,0.69,0.44,25.254,271.6,0.109,0.15
50.0,12.46,33.529,4.92,81.3,9.1,9.5,0.4,50,0.94,0.27,25.361,261.7,0.136,0.19
60.0,11.41,33.623,3.75,60.7,15.2,17.0,0.16,60,1.44,0.17,25.631,236.2,0.161,0.06
70.0,11.13,33.677,3.39,54.5,17.4,19.0,0.09,70,1.58,0.13,25.724,227.6,0.184,0.02
75.0,10.99,33.725,3.15,50.5,19.2,20.2,0.06,75,1.67,0.11,25.787,221.8,0.195,0.02
84.0,10.6,33.831,2.77,44.1,22.2,22.1,0.02,84,1.82,0.08,25.938,207.5,0.214,0.02
99.0,10.48,33.843,2.66,42.2,23.6,22.8,0.03,100,1.9,0.13,25.969,204.9,0.245,0.06
100.0,10.46,33.842,2.65,42.0,23.7,22.9,0.03,101,1.9,0.13,25.971,204.7,0.247,0.06
121.0,10.15,33.936,2.4,37.8,26.2,24.4,0.01,122,2.01,0.1,26.099,193.1,0.289,0.06
0.0,13.51,33.488,5.92,100.0,2.8,2.9,0.5,0,0.52,0.14,25.12,283.4,0.0,0.26
1.0,13.51,33.488,5.92,100.0,2.8,2.9,0.5,1,0.52,0.14,25.12,283.4,0.003,0.26
8.0,13.48,33.487,5.93,100.1,2.8,2.9,0.5,8,0.51,0.16,25.126,283.1,0.023,0.24
14.0,13.34,33.496,5.88,99.0,3.3,3.5,0.54,14,0.55,0.17,25.161,279.8,0.039,0.28
18.0,12.86,33.529,5.57,92.9,6.6,6.4,1.16,18,0.72,0.42,25.282,268.4,0.05,0.14
20.0,12.53,33.561,5.39,89.3,7.8,7.7,1.07,20,0.8,0.43,25.371,260.0,0.056,0.15
22.0,12.48,33.562,5.18,85.7,9.0,9.1,0.97,22,0.89,0.43,25.382,259.0,0.061,0.16
30.0,11.03,33.672,3.74,60.0,16.6,18.1,0.25,30,1.47,0.22,25.737,225.4,0.08,0.04
31.0,10.96,33.682,3.57,57.2,17.5,19.1,0.17,31,1.54,0.19,25.758,223.5,0.083,0.02
38.0,10.66,33.746,3.28,52.2,20.0,20.8,0.13,38,1.67,0.16,25.86,213.8,0.098,0.02
46.0,10.65,33.748,3.28,52.2,20.2,20.8,0.13,46,1.67,0.18,25.864,213.7,0.115,0.01
50.0,10.6,33.762,3.26,51.9,20.5,21.0,0.13,50,1.68,0.17,25.884,211.9,0.123,0.02
54.0,10.59,33.766,3.23,51.4,20.8,21.2,0.14,54,1.69,0.16,25.889,211.5,0.132,0.04
62.0,10.56,33.775,3.2,50.9,21.2,21.3,0.14,62,1.71,0.16,25.901,210.5,0.149,0.03
75.0,10.26,33.835,2.97,46.9,23.1,22.7,0.09,75,1.8,0.14,26.0,201.4,0.176,0.04
76.0,10.31,33.826,2.95,46.6,23.3,22.8,0.09,76,1.81,0.14,25.984,202.9,0.178,0.04
91.0,10.13,33.862,2.8,44.1,24.7,23.6,0.07,91,1.88,0.13,26.043,197.6,0.208,0.02
0.0,12.62,33.557,5.64,93.6,8.2,8.2,1.07,0,0.82,0.32,25.35,261.4,0.0,0.0
2.0,12.62,33.557,5.64,93.6,8.2,8.2,1.07,2,0.82,0.32,25.35,261.5,0.005,0.0
10.0,12.62,33.557,5.6,92.9,8.2,8.2,1.06,10,0.82,0.28,25.351,261.7,0.026,0.0
20.0,12.55,33.558,5.55,91.9,8.3,8.4,1.18,20,0.83,0.33,25.365,260.6,0.052,0.0
25.0,12.49,33.56,5.68,94.0,8.5,8.7,1.24,25,0.86,0.35,25.378,259.4,0.065,0.0
30.0,12.46,33.561,5.54,91.6,8.6,8.9,1.09,30,0.87,0.35,25.385,258.9,0.078,0.0
40.0,11.76,33.616,4.69,76.4,12.6,14.0,0.48,40,1.18,0.24,25.561,242.4,0.103,0.03
50.0,11.02,33.673,3.84,61.6,16.5,18.4,0.18,50,1.47,0.16,25.74,225.6,0.127,0.0
59.0,10.71,33.708,3.52,56.1,18.5,20.2,0.11,59,1.58,0.13,25.823,217.9,0.147,0.0
70.0,10.34,33.754,3.31,52.4,20.5,21.8,0.07,70,1.69,0.13,25.923,208.6,0.17,0.0
75.0,10.09,33.805,3.19,50.2,22.2,22.8,0.05,75,1.76,0.12,26.005,200.8,0.18,0.0
85.0,9.76,33.869,2.97,46.4,25.3,24.6,0.03,85,1.89,0.1,26.111,191.0,0.2,0.0
100.0,9.69,33.911,2.78,43.4,26.5,25.1,0.02,101,1.95,0.08,26.156,187.0,0.228,0.0
119.0,9.51,33.955,2.51,39.0,28.5,26.1,0.01,120,2.02,0.09,26.22,181.3,0.263,0.0
125.0,9.45,33.966,2.39,37.1,30.0,26.8,0.01,126,2.07,0.09,26.239,179.7,0.274,0.0
139.0,9.02,34.066,2.11,32.5,33.9,28.4,0.01,140,2.21,0.07,26.386,165.8,0.298,0.0
150.0,8.77,34.105,1.99,30.5,36.1,29.3,0.01,151,2.28,0.06,26.456,159.3,0.316,0.0
169.0,8.63,34.133,1.82,27.8,39.0,30.4,0.0,170,2.38,0.05,26.5,155.5,0.346,0.0
198.0,8.5,34.165,1.46,22.2,41.8,31.5,0.0,199,2.49,0.06,26.546,151.7,0.391,0.0
0.0,12.35,33.577,6.26,103.3,8.9,8.2,1.47,0,0.83,0.31,25.418,255.0,0.0,0.08
1.0,12.35,33.577,6.26,103.3,8.9,8.2,1.47,1,0.83,0.31,25.418,255.0,0.003,0.08
10.0,12.15,33.579,6.27,103.0,8.9,8.2,1.54,10,0.83,0.3,25.458,251.5,0.025,0.08
20.0,12.09,33.574,6.19,101.6,8.9,8.3,1.95,20,0.85,0.41,25.466,251.0,0.05,0.11
30.0,12.06,33.577,6.06,99.4,9.1,8.7,1.3,30,0.87,0.47,25.474,250.5,0.076,0.24
40.0,12.04,33.596,5.94,97.4,9.7,9.3,0.7,40,0.92,0.41,25.493,248.9,0.101,0.4
50.0,11.89,33.614,5.64,92.2,10.8,11.0,0.56,50,1.02,0.47,25.535,245.1,0.125,0.27
59.0,11.67,33.644,5.23,85.1,12.5,13.2,0.31,59,1.15,0.39,25.6,239.2,0.147,0.06
69.0,10.84,33.743,3.89,62.2,18.5,19.3,0.12,69,1.54,0.24,25.827,217.7,0.17,0.01
75.0,10.34,33.812,3.33,52.7,21.7,22.0,0.07,75,1.72,0.19,25.968,204.4,0.183,0.01
84.0,9.78,33.874,2.77,43.3,25.6,24.9,0.04,84,1.92,0.15,26.112,190.9,0.2,0.0
99.0,9.46,33.947,2.46,38.2,28.7,26.4,0.01,100,2.05,0.12,26.222,180.7,0.228,0.0
100.0,9.44,33.948,2.44,37.9,28.9,26.5,0.01,101,2.06,0.12,26.226,180.4,0.23,0.0
119.0,9.27,34.007,2.23,34.5,31.1,27.5,0.0,120,2.14,0.1,26.3,173.7,0.264,0.0
125.0,9.23,34.019,2.19,33.9,31.6,27.7,0.0,126,2.16,0.1,26.316,172.3,0.274,0.0
139.0,9.15,34.044,2.11,32.6,32.6,28.1,0.0,140,2.19,0.09,26.348,169.5,0.298,0.0
150.0,9.04,34.059,2.01,30.9,33.8,28.6,0.0,151,2.23,0.09,26.378,166.9,0.316,0.0
169.0,8.82,34.086,1.91,29.3,36.1,29.5,0.0,170,2.29,0.08,26.434,161.9,0.348,0.0
199.0,8.1,34.051,2.13,32.1,39.5,30.6,0.0,200,2.29,0.05,26.517,154.3,0.395,0.0
0.0,13.01,32.973,6.19,103.2,2.7,0.5,0.58,0,0.4,0.14,24.822,311.8,0.0,0.0
2.0,13.01,32.973,6.19,103.2,2.7,0.5,0.58,2,0.4,0.14,24.822,311.8,0.006,0.0
10.0,12.98,32.966,6.2,103.3,2.8,0.6,0.6,10,0.41,0.15,24.822,312.0,0.031,0.0
15.0,12.41,32.933,6.25,102.8,3.6,1.5,0.67,15,0.47,0.2,24.907,304.0,0.047,0.0
30.0,11.62,33.011,5.79,93.7,5.1,5.1,0.56,30,0.72,0.19,25.116,284.4,0.091,0.0
40.0,11.64,33.168,5.94,96.3,7.2,6.5,0.92,40,0.78,0.4,25.235,273.4,0.119,0.05
50.0,11.73,33.351,5.83,94.8,8.7,8.2,0.65,50,0.88,0.35,25.361,261.7,0.145,0.16
60.0,11.82,33.451,5.82,94.9,9.4,8.8,0.59,60,0.92,0.32,25.422,256.1,0.171,0.21
70.0,11.93,33.531,5.85,95.6,9.8,9.1,0.51,70,0.95,0.34,25.464,252.4,0.197,0.3
75.0,11.94,33.549,5.83,95.3,9.9,9.2,0.49,75,0.95,0.32,25.476,251.4,0.209,0.36
85.0,11.94,33.577,5.8,94.8,10.1,9.6,0.44,85,0.96,0.27,25.498,249.5,0.234,0.42
100.0,11.84,33.648,5.6,91.4,11.4,11.2,0.3,100,1.07,0.26,25.572,242.9,0.271,0.22
119.0,10.01,33.677,3.55,55.7,20.7,21.9,0.03,120,1.72,0.1,25.92,209.9,0.314,0.0
125.0,9.77,33.748,3.21,50.1,23.1,23.8,0.02,126,1.85,0.09,26.016,200.9,0.327,0.0
139.0,9.23,33.849,2.74,42.3,27.7,26.6,0.0,140,2.05,0.07,26.183,185.2,0.354,0.0
150.0,8.9,33.936,2.56,39.3,29.8,27.6,0.0,151,2.11,0.05,26.304,173.8,0.373,0.0
169.0,8.71,33.99,2.42,37.0,32.5,28.4,0.0,170,2.15,0.03,26.376,167.3,0.406,0.0
198.0,8.22,34.046,2.07,31.3,38.5,30.7,0.0,199,2.32,0.03,26.495,156.4,0.453,0.0
0.0,12.79,32.905,6.18,102.5,3.1,1.0,0.72,0,0.44,0.18,24.812,312.7,0.0,0.06
2.0,12.79,32.905,6.18,102.5,3.1,1.0,0.72,2,0.44,0.18,24.812,312.7,0.006,0.06
10.0,12.72,32.896,6.19,102.5,3.1,1.0,0.5,10,0.44,0.15,24.819,312.3,0.031,0.06
20.0,12.76,32.933,6.13,101.6,3.0,1.0,0.52,20,0.44,0.14,24.84,310.5,0.062,0.09
27.0,12.74,32.947,6.07,100.6,3.1,1.4,0.79,27,0.46,0.27,24.855,309.3,0.084,0.1
30.0,12.3,32.853,6.13,100.6,3.5,1.7,0.76,30,0.48,0.26,24.867,308.2,0.093,0.09
38.0,12.03,32.843,6.21,101.3,4.2,2.5,0.67,38,0.53,0.25,24.91,304.3,0.118,0.06
44.0,12.29,32.956,5.98,98.2,3.8,2.7,0.4,44,0.54,0.19,24.949,300.7,0.136,0.07
50.0,12.56,33.08,5.74,94.8,3.2,2.7,0.2,50,0.54,0.14,24.993,296.7,0.154,0.01
51.0,12.53,33.082,5.71,94.3,3.1,2.7,0.17,51,0.54,0.13,25.001,296.0,0.157,0.0
62.0,11.9,33.051,5.61,91.4,4.3,4.7,0.11,62,0.66,0.09,25.096,287.1,0.189,0.0
74.0,12.03,33.182,5.46,89.2,4.5,5.1,0.08,74,0.66,0.08,25.174,280.1,0.223,0.0
75.0,12.04,33.224,5.45,89.1,4.6,5.3,0.08,75,0.67,0.08,25.205,277.2,0.226,0.0
87.0,11.49,33.188,5.34,86.3,6.4,7.8,0.05,87,0.82,0.06,25.279,270.3,0.259,0.0
100.0,11.35,33.305,5.07,81.7,7.9,9.7,0.04,100,0.92,0.05,25.396,259.5,0.293,0.0
119.0,10.42,33.532,4.24,67.1,14.9,17.0,0.02,120,1.35,0.04,25.737,227.3,0.339,0.0
125.0,10.27,33.606,4.06,64.0,16.5,18.3,0.02,126,1.43,0.04,25.821,219.5,0.353,0.0
139.0,9.87,33.725,3.69,57.7,19.8,20.8,0.01,140,1.58,0.03,25.981,204.5,0.382,0.0
150.0,9.54,33.821,3.28,51.0,23.3,23.1,0.01,151,1.75,0.03,26.111,192.3,0.404,0.0
169.0,9.16,33.942,2.64,40.7,28.9,26.6,0.0,170,2.01,0.03,26.267,177.7,0.439,0.0
200.0,8.8,34.03,2.26,34.6,33.7,28.8,0.0,201,2.18,0.03,26.394,166.2,0.493,0.0
0.0,13.89,33.068,5.98,101.6,1.8,0.0,0.41,0,0.34,0.07,24.718,321.6,0.0,0.0
2.0,13.89,33.068,5.98,101.6,1.8,0.0,0.41,2,0.34,0.07,24.718,321.7,0.006,0.0
10.0,13.89,33.069,5.97,101.4,1.8,0.0,0.34,10,0.34,0.13,24.719,321.8,0.032,0.0
20.0,13.91,33.072,5.98,101.6,1.8,0.0,0.35,20,0.34,0.13,24.717,322.3,0.064,0.0
30.0,13.9,33.079,5.98,101.6,1.8,0.0,0.4,30,0.33,0.11,24.725,321.8,0.097,0.0
40.0,13.88,33.088,5.97,101.4,1.8,0.0,0.37,40,0.34,0.14,24.736,321.0,0.129,0.0
49.0,13.85,33.137,5.95,101.0,1.9,0.0,0.49,49,0.35,0.18,24.781,317.0,0.157,0.06
50.0,13.85,33.14,5.94,100.8,1.9,0.0,0.48,50,0.35,0.18,24.783,316.8,0.161,0.07
60.0,13.83,33.166,5.88,99.8,2.0,0.3,0.31,60,0.38,0.19,24.807,314.8,0.192,0.15
69.0,13.79,33.17,5.84,99.0,2.1,0.6,0.22,69,0.39,0.13,24.819,313.9,0.22,0.17
75.0,13.71,33.169,5.82,98.5,2.3,1.0,0.18,75,0.42,0.11,24.835,312.6,0.239,0.14
85.0,13.47,33.17,5.75,96.9,2.7,1.8,0.13,85,0.46,0.1,24.885,308.1,0.27,0.08
99.0,12.31,33.222,5.43,89.3,5.2,6.1,0.06,99,0.72,0.07,25.153,282.8,0.312,0.02
100.0,12.27,33.243,5.4,88.7,5.5,6.5,0.06,100,0.74,0.07,25.177,280.5,0.314,0.02
120.0,10.93,33.453,4.59,73.4,11.7,14.0,0.03,121,1.17,0.05,25.586,241.8,0.367,0.02
125.0,10.52,33.504,4.37,69.3,13.5,15.8,0.02,126,1.28,0.05,25.698,231.2,0.379,0.02
140.0,10.07,33.632,3.69,58.0,19.1,20.6,0.01,141,1.59,0.04,25.875,214.6,0.412,0.03
150.0,9.67,33.824,3.24,50.5,22.6,23.0,0.0,151,1.77,0.04,26.092,194.1,0.432,0.04
169.0,9.45,33.932,2.51,39.0,28.5,26.2,0.0,170,2.04,0.05,26.213,183.0,0.468,0.06
199.0,9.11,34.073,1.93,29.8,34.2,28.8,0.0,200,2.27,0.04,26.378,167.8,0.521,0.05
0.0,13.76,33.055,6.0,101.6,1.9,0.0,0.27,0,0.35,0.07,24.734,320.1,0.0,0.01
2.0,13.76,33.055,6.0,101.6,1.9,0.0,0.27,2,0.35,0.07,24.734,320.1,0.006,0.01
10.0,13.76,33.056,6.01,101.8,1.9,0.0,0.28,10,0.35,0.08,24.735,320.2,0.032,0.01
11.0,13.77,33.058,6.01,101.8,1.9,0.0,0.28,11,0.35,0.08,24.735,320.3,0.035,0.01
20.0,13.79,33.07,6.0,101.7,1.9,0.0,0.29,20,0.34,0.09,24.74,320.0,0.064,0.0
21.0,13.8,33.072,6.0,101.7,1.9,0.0,0.29,21,0.34,0.09,24.74,320.1,0.067,0.0
30.0,13.76,33.077,6.0,101.6,1.9,0.0,0.35,30,0.34,0.13,24.752,319.2,0.096,0.01
31.0,13.76,33.077,6.0,101.6,1.9,0.0,0.36,31,0.34,0.13,24.752,319.2,0.099,0.01
41.0,13.59,33.058,6.01,101.4,2.1,0.3,0.43,41,0.36,0.15,24.772,317.6,0.131,0.04
50.0,13.35,33.032,6.02,101.1,2.3,0.6,0.47,50,0.39,0.19,24.801,315.1,0.16,0.09
60.0,13.79,33.163,5.86,99.4,2.0,0.5,0.33,60,0.38,0.17,24.813,314.2,0.191,0.12
71.0,13.04,33.009,6.0,100.1,2.8,1.2,0.37,71,0.44,0.16,24.845,311.4,0.225,0.2
75.0,12.67,32.936,6.04,99.9,2.9,1.3,0.36,75,0.45,0.16,24.861,309.9,0.238,0.2
83.0,12.6,32.928,6.08,100.4,3.2,1.6,0.34,83,0.47,0.16,24.869,309.4,0.263,0.21
99.0,12.16,32.963,5.93,97.1,4.1,3.5,0.2,99,0.59,0.16,24.98,299.1,0.311,0.14
100.0,12.26,33.209,5.91,97.1,4.1,3.7,0.19,100,0.6,0.16,25.152,282.8,0.314,0.13
119.0,11.1,33.118,5.34,85.5,6.5,8.3,0.05,120,0.85,0.08,25.296,269.4,0.367,0.01
125.0,10.61,33.184,5.05,80.0,9.1,11.1,0.04,126,1.02,0.08,25.433,256.4,0.382,0.01
139.0,9.94,33.411,4.38,68.5,15.6,17.6,0.02,140,1.4,0.07,25.724,228.8,0.416,0.0
150.0,9.56,33.572,4.11,63.8,18.4,19.8,0.02,151,1.52,0.05,25.913,211.1,0.441,0.0
169.0,9.31,33.811,3.81,58.9,21.8,21.5,0.01,170,1.6,0.02,26.141,189.8,0.479,0.0
200.0,8.9,33.957,3.25,49.8,27.8,24.9,0.0,201,1.83,0.04,26.321,173.2,0.535,0.0
0.0,14.93,33.275,5.88,102.1,1.9,0.0,0.27,0,0.33,0.08,24.658,327.3,0.0,0.0
1.0,14.93,33.275,5.88,102.1,1.9,0.0,0.27,1,0.33,0.08,24.658,327.3,0.003,0.0
10.0,14.92,33.276,5.87,101.9,1.8,0.1,0.27,10,0.32,0.08,24.661,327.3,0.033,0.0
20.0,14.92,33.273,5.87,101.9,1.9,0.0,0.29,20,0.32,0.08,24.659,327.8,0.066,0.0
30.0,14.88,33.272,5.87,101.9,1.9,0.0,0.3,30,0.32,0.09,24.668,327.3,0.098,0.01
40.0,14.15,33.203,5.83,99.6,2.3,0.9,0.5,40,0.41,0.23,24.769,317.9,0.131,0.02
50.0,13.66,33.201,5.71,96.6,3.0,2.1,0.35,50,0.5,0.2,24.869,308.6,0.162,0.01
60.0,12.9,33.292,5.34,89.0,5.5,6.4,0.28,60,0.76,0.21,25.092,287.6,0.192,0.01
69.0,12.09,33.359,4.94,80.9,8.5,10.6,0.16,69,1.01,0.12,25.3,268.0,0.217,0.01
75.0,12.01,33.382,4.73,77.4,10.0,12.5,0.12,75,1.11,0.09,25.333,265.0,0.233,0.01
84.0,11.32,33.457,4.46,71.9,12.1,14.8,0.08,84,1.24,0.07,25.519,247.4,0.256,0.01
99.0,10.57,33.567,3.97,63.0,16.5,18.9,0.04,99,1.5,0.04,25.738,226.8,0.291,0.01
100.0,10.38,33.614,3.93,62.2,16.8,19.2,0.04,100,1.52,0.04,25.807,220.2,0.294,0.01
119.0,9.78,33.739,3.32,51.9,22.3,23.2,0.01,120,1.78,0.03,26.007,201.6,0.334,0.0
125.0,9.6,33.777,3.23,50.3,23.4,23.8,0.01,126,1.82,0.03,26.066,196.0,0.346,0.0
139.0,9.33,33.852,3.08,47.7,25.6,24.8,0.01,140,1.87,0.03,26.169,186.5,0.372,0.0
150.0,9.1,33.909,2.95,45.4,27.6,25.7,0.01,151,1.92,0.03,26.251,178.9,0.392,0.0
169.0,8.77,33.981,2.71,41.4,31.1,27.1,0.0,170,2.02,0.03,26.359,168.9,0.425,0.0
198.0,8.42,34.04,2.33,35.4,36.1,29.1,0.0,199,2.18,0.02,26.46,159.8,0.473,0.0
0.0,13.24,33.46,5.73,96.3,6.0,4.8,1.36,0,0.6,0.47,25.153,280.2,0.0,0.63
1.0,13.24,33.46,5.73,96.3,6.0,4.8,1.36,1,0.6,0.47,25.153,280.2,0.003,0.63
5.0,13.26,33.461,5.72,96.1,5.9,4.8,1.34,5,0.6,0.49,25.15,280.7,0.014,0.63
10.0,13.18,33.461,5.66,95.0,6.0,5.2,1.41,10,0.63,0.49,25.166,279.3,0.028,0.77
15.0,13.13,33.462,5.55,93.0,6.4,5.7,1.14,15,0.68,0.43,25.177,278.4,0.042,0.97
20.0,12.98,33.462,5.3,88.5,7.3,6.8,0.74,20,0.79,0.38,25.207,275.6,0.056,1.28
30.0,12.8,33.471,5.15,85.7,7.9,7.5,0.62,30,0.84,0.35,25.249,271.8,0.083,1.17
31.0,12.8,33.471,5.13,85.4,8.0,7.6,0.61,31,0.84,0.35,25.249,271.9,0.086,1.16
0.0,13.64,33.467,6.06,102.7,4.4,1.7,1.72,0,0.45,0.69,25.077,287.4,0.0,0.15
2.0,13.64,33.467,6.06,102.7,4.4,1.7,1.72,2,0.45,0.69,25.077,287.5,0.006,0.15
6.0,13.64,33.468,6.03,102.1,4.4,1.6,1.82,6,0.44,0.67,25.078,287.5,0.017,0.14
10.0,13.64,33.467,6.02,102.0,4.4,1.8,1.77,10,0.42,0.63,25.078,287.7,0.029,0.19
20.0,13.42,33.454,5.78,97.5,5.1,3.0,1.26,20,0.52,0.5,25.113,284.6,0.057,0.44
30.0,13.06,33.442,5.32,89.0,7.7,6.0,0.87,30,0.77,0.38,25.176,278.9,0.086,1.68
41.0,12.67,33.473,4.87,80.8,9.6,8.9,0.42,41,0.96,0.32,25.277,269.5,0.116,1.7
50.0,11.55,33.599,3.82,62.0,15.5,15.7,0.19,50,1.42,0.43,25.587,240.2,0.139,0.86
51.0,11.59,33.599,3.7,60.1,16.2,16.5,0.17,51,1.47,0.44,25.579,240.9,0.141,0.77
0.0,13.8,33.432,6.17,104.8,4.2,1.3,2.95,0,0.37,0.95,25.017,293.1,0.0,0.0
1.0,13.8,33.432,6.17,104.8,4.2,1.3,2.95,1,0.37,0.95,25.018,293.1,0.003,0.0
10.0,13.74,33.43,6.15,104.4,4.2,1.4,2.81,10,0.37,0.85,25.029,292.3,0.029,0.03
15.0,13.61,33.415,5.97,101.0,4.5,2.0,1.99,15,0.44,0.76,25.044,291.0,0.044,0.71
20.0,13.49,33.413,5.8,97.9,5.0,2.7,1.13,20,0.53,0.57,25.067,289.0,0.058,1.76
30.0,13.3,33.435,5.54,93.2,5.9,4.1,0.43,30,0.63,0.3,25.122,284.0,0.087,2.29
40.0,12.56,33.439,4.71,78.0,9.1,10.9,0.2,40,1.01,0.21,25.271,270.0,0.115,0.71
50.0,12.06,33.467,4.29,70.3,11.1,14.5,0.19,50,1.19,0.2,25.389,259.0,0.141,0.0
60.0,12.06,33.484,4.28,70.1,10.9,14.0,0.2,60,1.19,0.23,25.402,258.0,0.167,0.0
69.0,12.06,33.504,4.19,68.7,11.1,14.0,0.17,69,1.23,0.22,25.418,256.7,0.19,0.0
75.0,11.88,33.561,3.99,65.2,12.7,15.6,0.13,75,1.33,0.2,25.496,249.4,0.205,0.0
85.0,11.15,33.618,3.53,56.8,16.4,19.0,0.07,85,1.54,0.16,25.675,232.6,0.229,0.0
100.0,10.74,33.803,2.69,42.9,22.4,22.1,0.02,101,1.84,0.1,25.892,212.3,0.263,0.0
119.0,10.5,33.931,2.21,35.1,26.2,24.1,0.0,120,2.05,0.06,26.034,199.2,0.302,0.0
125.0,10.41,33.952,2.14,33.9,26.9,24.5,0.0,126,2.09,0.06,26.066,196.2,0.314,0.0
139.0,10.24,34.018,2.04,32.2,28.2,25.1,0.01,140,2.15,0.07,26.147,188.8,0.341,0.0
